denkmalnummern,hauptstruktur,periode,gemeinde,gemeinde_wkt,landkreis,regierungsbezirk,bibliographie,befund_e1,befund_e2,befunde_e3,lng_gk,lat_gk,lng_wgs84,lat_wgs84,DenkmalNummer,fender_typ,fender_zeitstellung,Höhe_SRTM1_puffer50m,Neigung_SRTM1_puffer50m,Hangausrichtung_SRTM1_puffer50m,Loess_1zu500k_puffer50m,Wasser_puffer50m,Umfeldanalyse_km2,Viewshed_km2,CorineCode,Reliefenergie,Frosttage_Jahr,Niederschlag_Jahr,Niederschlag_Sommer,Niederschlag_Frühling,Sonnenstunden_Jahr,Sonnenstunden_Frühling,Sonnenstunden_Sommer,Temperatur_Jahr,Temperatur_Sommer,Temperatur_Frühling
D-7-7527-0068,Grab,HA,Kötz,POINT(10.28586 48.40688),Günzburg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7128-0152,Siedlung,LT,Wallerstein,POINT(10.47439 48.89094),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4387516,5417048,10.464919484595004000,48.880645619823255000,D-7-7128-0152,Siedlung,Latènezeit,"435,93","0,81","217,19","0,00","192,79","53,97","61,77",211,11,98,704,226,168,1575,481,634,"8,7","17,4","8,7"
D-7-7632-0104,Siedlung,LTD1,Dasing,POINT(11.0035 48.36238),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4429266,5359887,11.043789723247420000,48.372862283316678000,D-7-7632-0104,Siedlung,jüngere Latènezeit,"468,50","1,82","93,17","2666,82","0,00","41,49","4,54",231,35,103,856,302,206,1702,503,672,"8,6","17,3","8,6"
D-7-8030-0027,Siedlung,LTD1,Kaltental,POINT(10.75638 47.90693),Ostallgäu,Schwaben,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4407983,5311735,10.766989386476103000,47.937171934748640000,D-7-8030-0027,Viereckschanze,Spätlatènezeit,"680,25","5,69","320,63","477,89","1795,23","51,05","12,12",231,15,112,1104,405,267,1694,489,640,"7,9","16,5","7,7"
D-7-8030-0082,Siedlung,LTD1,Jengen,POINT(10.70212 47.98889),Ostallgäu,Schwaben,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4405591,5315520,10.734151896294929000,47.970856619408941000,D-7-8030-0082,Viereckschanze,jüngere Latènezeit,"663,82","2,62","201,21","920,00","159,02","53,91","40,09",231,21,111,1068,395,259,1687,489,640,"8,0","16,6","7,7"
D-7-8130-0008,Siedlung,LTD1,Kaltental,POINT(10.75638 47.90693),Ostallgäu,Schwaben,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4406134,5306492,10.743389765968855000,47.889761065636357000,D-7-8130-0008,Viereckschanze,jüngere Latènezeit,"722,31","11,07","49,58","6033,00","366,61","43,49","16,24",231,65,116,1176,419,285,1690,485,633,"7,7","16,2","7,4"
D-7-7728-0007,Grab,HA,Krumbach (Schwaben),POINT(10.37915 48.24485),Günzburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4376693,5345897,10.338497068598754000,48.239021059576764000,D-7-7728-0007,"Bestattung, Hügelgrab",Hallstattzeit,"582,09","6,00","301,19","1851,28","1479,49","43,02","22,70",312,35,106,973,342,238,1631,484,659,"8,1","16,7","8,0"
D-7-8029-0034,Grab,HA,Bad Wörishofen,POINT(10.59967 48.00129),Unterallgäu,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4397017,5314914,10.619500052289830000,47.964085955006240000,D-7-8029-0034,"Bestattung, Hügelgrab",Hallstattzeit,"641,64","1,55","90,94","1269,49","0,00","49,53","35,25",231,11,111,1028,375,247,1681,488,639,"8,1","16,6","7,8"
D-7-7927-0035,Einzelfund,LT,Westerheim,POINT(10.29778 48.02383),Unterallgäu,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-8130-0001,Grab,HA,Mauerstetten,POINT(10.67167 47.8739),Ostallgäu,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4400448,5306021,10.667486409546704000,47.884669430348097000,D-7-8130-0001,"Bestattung, Hügelgrab",Hallstattzeit,"723,46","4,02","194,83","9038,11","1991,61","49,58","1,86",231,22,119,1228,439,293,1694,486,630,"7,5","16,0","7,2"
D-7-7830-0027,Siedlung,LT,Schwabmünchen,POINT(10.7282 48.19558),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4401739,5340730,10.676777609183832000,48.196941339062406000,D-7-7830-0027,Viereckschanze,jüngere Latènezeit,"620,50","4,69","157,08","1405,58","334,45","41,06","2,22",312,29,109,1056,372,259,1668,490,650,"8,1","16,7","7,9"
D-7-7826-0026,Grab,HA,Altenstadt,POINT(10.13038 48.16813),Neu-Ulm,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7731-0219,Siedlung,LTA,Kleinaitingen,POINT(10.86095 48.21144),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4414663,5343372,10.850056342621357000,48.222565204039363000,D-7-7731-0219,Siedlung,jüngere Latènezeit,"535,75","2,22","187,94","728,75","3903,51","61,43","75,29",242,9,103,923,327,226,1683,497,657,"8,4","17,1","8,4"
D-7-7731-0094,Grab,HA,Kleinaitingen,POINT(10.86095 48.21144),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4415768,5342851,10.865028277900429000,48.218028337254701000,D-7-7731-0094,"Bestattung, Hügelgrab",Hallstattzeit,"538,14","1,28","145,67","1945,14","2686,10","60,10","37,69",112,15,102,926,330,226,1682,496,657,"8,5","17,2","8,4"
D-7-7731-0091,Grab,HA,Kleinaitingen,POINT(10.86095 48.21144),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4415852,5343513,10.866027047258564000,48.223991834706112000,D-7-7731-0091,"Bestattung, Hügelgrab",Hallstattzeit,"531,27","3,27","248,65","1674,80","2897,52","59,83","17,15",242,10,103,924,326,225,1684,497,657,"8,5","17,2","8,4"
D-7-7731-0102,Grab,HA,Oberottmarshausen,POINT(10.86902 48.23127),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4416733,5344372,10.877713017991539000,48.231831785703193000,D-7-7731-0102,"Bestattung, Hügelgrab",Hallstattzeit,"528,38","1,56","117,54","2092,44","2803,24","59,06","38,63",242,11,103,915,322,223,1686,497,659,"8,5","17,2","8,5"
D-7-7731-0102,Grab,LT,Oberottmarshausen,POINT(10.86902 48.23127),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4416733,5344372,10.877713017991539000,48.231831785703193000,D-7-7731-0102,"Bestattung, Hügelgrab",Hallstattzeit,"528,38","1,56","117,54","2092,44","2803,24","59,06","38,63",242,11,103,915,322,223,1686,497,659,"8,5","17,2","8,5"
D-7-7129-0485,Siedlung,HA,Nördlingen,POINT(10.51114 48.8574),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4389866,5410375,10.498742136781729000,48.821082874920343000,D-7-7129-0485,Siedlung,Hallstattzeit,"497,25","6,76","220,43","393,49","1076,19","47,10","71,96",242,60,98,713,239,170,1568,479,631,"8,6","17,4","8,6"
D-7-7631-0596,Siedlung,HAC-LTD,Augsburg,POINT(10.88549 48.34554),Augsburg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7632-0066,Siedlung,LTA,Friedberg,POINT(11.0035 48.36238),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4426273,5357892,11.003746502266358000,48.354581322965622000,D-7-7632-0066,Siedlung,Frühlatènezeit,"500,23","4,02","126,75","0,00","836,99","47,20","1,65",211,18,103,884,314,213,1699,502,668,"8,5","17,2","8,4"
D-7-7330-0020,Grab,HA,Buttenwiesen,POINT(10.71918 48.61067),Dillingen an der Donau,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4407539,5386487,10.744698420666911000,48.609204433732977000,D-7-7330-0020,"Bestattung, Hügelgrab",Hallstattzeit,"462,50","9,12","183,66","0,00","1777,32","52,45","35,79",312,31,99,801,270,194,1653,495,661,"8,7","17,4","8,7"
D-7-7129-0279,Siedlung,LT,Harburg (Schwaben),POINT(10.68838 48.78194),Donau-Ries,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7128-0090,Siedlung,LT,Nördlingen,POINT(10.51114 48.8574),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4388943,5410216,10.486220367130219000,48.819489318306445000,D-7-7128-0090,Siedlung,Latènezeit,"458,23","1,72","113,20","414,38","1829,57","47,31","36,70",211,21,98,710,237,170,1571,479,632,"8,6","17,4","8,6"
D-7-7129-0027,Grab,HA,Nördlingen,POINT(10.51114 48.8574),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4390161,5409888,10.502888350718207000,48.816757342193952000,D-7-7129-0027,"Bestattung, Hügelgrab",Hallstattzeit,"514,92","2,42","243,71","361,33","979,97","46,19","16,91",211,33,102,755,254,180,1573,479,629,"8,4","17,1","8,4"
D-7-7129-0027,Grab,LT,Nördlingen,POINT(10.51114 48.8574),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4390161,5409888,10.502888350718207000,48.816757342193952000,D-7-7129-0027,"Bestattung, Hügelgrab",Hallstattzeit,"514,92","2,42","243,71","361,33","979,97","46,19","16,91",211,33,102,755,254,180,1573,479,629,"8,4","17,1","8,4"
D-7-7129-0017,Grab,HA,Munningen,POINT(10.63128 48.91498),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4401939,5418075,10.661257888526775000,48.892326919924045000,D-7-7129-0017,"Bestattung, Hügelgrab",Hallstattzeit,"435,92","0,87","200,14","349,34","1290,07","55,25","65,35",312,21,96,682,227,164,1599,488,644,"8,8","17,6","8,8"
D-7-7730-0032,Grab,HA,Bobingen,POINT(10.78826 48.27296),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4410378,5349737,10.791052623855434000,48.279203192908582000,D-7-7730-0032,"Bestattung, Hügelgrab",Hallstattzeit,"583,85","2,41","270,67","819,05","513,82","41,69","25,61",313,41,105,951,332,234,1679,495,657,"8,4","17,0","8,2"
D-7-7730-0049,Grab,HA,Bobingen,POINT(10.78826 48.27296),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4411831,5347697,10.811050203144793000,48.261065125524681000,D-7-7730-0049,"Bestattung, Hügelgrab",Hallstattzeit,"513,75","3,57","242,47","780,98","29,39","51,42","13,22",121,19,103,908,317,222,1680,497,659,"8,5","17,2","8,5"
D-7-7730-0048,Grab,HA,Bobingen,POINT(10.78826 48.27296),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4411565,5347146,10.807583570374435000,48.256073887651389000,D-7-7730-0048,"Bestattung, Hügelgrab",Hallstattzeit,"513,64","3,85","270,82","683,47","140,39","52,63","17,12",242,17,103,907,315,224,1671,494,658,"8,5","17,2","8,5"
D-7-7729-0013,Siedlung,LTD1,Fischach,POINT(10.65088 48.28319),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4399358,5349452,10.642686421759953000,48.274985197817010000,D-7-7729-0013,Viereckschanze,jüngere Latènezeit,"550,54","4,05","78,16","376,82","364,07","36,47","5,55",313,42,103,955,333,233,1659,491,658,"8,5","17,1","8,4"
D-7-7631-0368,Siedlung,LTD1,Augsburg,POINT(10.88549 48.34554),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4417754,5353615,10.889655404121227000,48.315073089122265000,D-7-7631-0368,Siedlung,Hallstattzeit,"499,08","1,85","224,58","418,33","1764,84","52,69","9,81",142,8,102,891,315,214,1686,499,663,"8,5","17,2","8,5"
D-7-7631-0211,Grab,HA,Augsburg,POINT(10.83158 48.35973),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4414952,5360321,10.850530326506215000,48.374997585065032000,D-7-7631-0211,"Bestattung, Hügelgrab",Hallstattzeit,"481,08","1,68","158,37","1312,49","1113,83","53,75","11,65",112,11,103,842,297,201,1702,503,671,"8,5","17,2","8,4"
D-7-7631-0162,Grab,HA,Augsburg,POINT(10.88549 48.34554),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4416459,5356568,10.871613521156739000,48.341454678257278000,D-7-7631-0162,Bestattung,Hallstattzeit,"502,69","5,34","231,53","152,58","276,10","51,37","5,28",112,19,103,867,305,207,1691,501,666,"8,5","17,2","8,4"
D-7-7631-0142,Grab,HA,Stadtbergen,POINT(10.83158 48.35973),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4414670,5359670,10.846856673807086000,48.369106262090753000,D-7-7631-0142,"Bestattung, Hügelgrab",Hallstattzeit,"481,85","1,98","164,14","1391,70","658,58","53,41","42,65",112,15,102,842,294,203,1690,501,668,"8,6","17,2","8,5"
D-7-7631-0041,Siedlung,LT,Friedberg,POINT(11.0035 48.36238),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4424752,5359909,10.982866047248070000,48.372537915569993000,D-7-7631-0041,Siedlung,Latènezeit,"516,92","2,89","194,45","1835,91","119,10","49,92","117,89",211,50,105,902,320,220,1705,504,671,"8,4","17,0","8,3"
D-7-7630-0020,Grab,HA,Kutzenhausen,POINT(10.69212 48.35555),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4404764,5361179,10.712847623857598000,48.381256312155088000,D-7-7630-0020,"Bestattung, Hügelgrab",Hallstattzeit,"509,91","6,03","73,43","1101,24","582,95","43,84","10,49",312,48,102,876,307,209,1670,496,663,"8,6","17,3","8,6"
D-7-7630-0019,Grab,HA,Horgau,POINT(10.68869 48.39327),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4404339,5361345,10.707073788175913000,48.382684470290485000,D-7-7630-0019,"Bestattung, Hügelgrab",Hallstattzeit,"484,38","4,78","242,05","692,25","200,47","44,53","14,92",312,41,102,876,307,209,1670,496,663,"8,6","17,3","8,6"
D-7-7630-0012,Einzelfund,LT,Horgau,POINT(10.68869 48.39327),Augsburg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7630-0001,Grab,HA,Horgau,POINT(10.68869 48.39327),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4405033,5362938,10.716080582582332000,48.397111512737325000,D-7-7630-0001,"Bestattung, Hügelgrab",Hallstattzeit,"501,77","2,93","207,76","262,26","344,79","42,87","2,13",312,39,102,867,302,208,1665,495,662,"8,6","17,3","8,6"
D-7-7626-0149,Grab,HA,Neu-Ulm,POINT(10.05276 48.38063),Neu-Ulm,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4355621,5358406,10.050692237348061000,48.347004416706838000,D-7-7626-0149,Siedlung,Hallstattzeit,"509,83","0,55","282,36","1804,07","548,02","51,11","37,40",242,29,100,848,289,208,1654,494,670,"8,6","17,2","8,5"
D-7-7626-0149,Siedlung,HA,Neu-Ulm,POINT(10.05276 48.38063),Neu-Ulm,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4355621,5358406,10.050692237348061000,48.347004416706838000,D-7-7626-0149,Siedlung,Hallstattzeit,"509,83","0,55","282,36","1804,07","548,02","51,11","37,40",242,29,100,848,289,208,1654,494,670,"8,6","17,2","8,5"
D-7-7632-0020,Siedlung,LTD1,Eurasburg,POINT(11.109 48.33174),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4434688,5356594,11.117477072527885000,48.343836387866439000,D-7-7632-0020,Viereckschanze,jüngere Latènezeit,"532,50","6,38","59,37","2112,24","1060,10","43,01","6,44",312,47,102,897,314,221,1695,503,664,"8,5","17,3","8,5"
D-7-8029-0071,Siedlung,LT,Jengen,POINT(10.70212 47.98889),Ostallgäu,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4400322,5316702,10.663330258628815000,47.980685285049987000,D-7-8029-0071,Siedlung,Latènezeit,"660,92","5,67","118,39","4832,68","877,05","48,42","88,87",231,60,114,1091,394,264,1687,488,637,"7,8","16,3","7,6"
D-7-8029-0035,Grab,HA,Bad Wörishofen,POINT(10.59967 48.00129),Unterallgäu,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4397565,5314490,10.626937186840609000,47.960361665452240000,D-7-8029-0035,"Bestattung, Hügelgrab",Hallstattzeit,"641,23","1,39","102,87","1800,36","461,61","51,22","20,01",231,11,111,1030,376,247,1681,488,639,"8,1","16,6","7,8"
D-7-7727-0018,Grab,HA,Ebershausen,POINT(0 90),Günzburg,,"FIS-Daten des BLfD, Fender 2017",,,,4375738,5343357,10.326390346343821000,48.216001637352754000,D-7-7727-0018,"Bestattung, Hügelgrab",Hallstattzeit,"593,85","3,79","195,17","611,54","698,38","42,80","29,63",313,32,106,993,348,243,1639,485,657,"8,2","16,7","8,0"
D-7-7929-0032,Siedlung,LTD1,Türkheim,POINT(10.63571 48.06154),Unterallgäu,Schwaben,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4398462,5326895,10.636006846460587000,48.072037969809173000,D-7-7929-0032,Viereckschanze,Spätlatènezeit,"623,62","3,64","229,60","5976,69","1248,97","53,91","12,58",231,40,109,1009,365,245,1673,489,646,"8,1","16,7","7,9"
D-7-7532-0064,Siedlung,LT,Dasing,POINT(11.06696 48.38709),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4431106,5363875,11.067968109330190000,48.408925071832321000,D-7-7532-0064,Siedlung,Latènezeit,"460,25","1,37","124,04","109,03","189,51","44,05","8,25",231,12,102,860,304,207,1694,503,670,"8,6","17,3","8,6"
D-7-7532-0027,Grab,LTB-LTC,Aichach,POINT(11.12358 48.44546),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4435813,5368827,11.130781006021536000,48.453949849156920000,D-7-7532-0027,Bestattung,Mittellatènezeit,"450,08","1,04","171,35","0,00","199,77","45,62","8,50",112,10,102,921,318,222,1694,504,671,"8,7","17,5","8,7"
D-7-7532-0026,Grab,HAD,Aichach,POINT(11.12358 48.44546),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4435799,5368990,11.130566749706240000,48.455414088329150000,D-7-7532-0026,"Bestattung, Hügelgrab",Hallstattzeit,"448,92","1,16","264,71","0,00","36,58","45,48","9,08",112,10,102,921,318,222,1694,504,671,"8,7","17,5","8,7"
D-7-7532-0026,Grab,HAD,Aichach,POINT(11.12358 48.44546),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4435799,5368990,11.130566749706240000,48.455414088329150000,D-7-7532-0026,"Bestattung, Hügelgrab",Hallstattzeit,"448,92","1,16","264,71","0,00","36,58","45,48","9,08",112,10,102,921,318,222,1694,504,671,"8,7","17,5","8,7"
D-7-7531-0198,Siedlung,LT,Affing,POINT(10.9637 48.4491),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4421476,5370095,10.936747741878143000,48.463724876951424000,D-7-7531-0198,Siedlung,jüngere Latènezeit,"481,17","13,05","151,99","246,23","214,46","44,67","8,14",312,75,102,782,280,189,1710,506,678,"8,6","17,3","8,6"
D-7-7631-0072,Siedlung,LT,Friedberg,POINT(11.0035 48.36238),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4424749,5359289,10.982936521978653000,48.366962779492233000,D-7-7631-0072,Siedlung,Latènezeit,"513,79","2,27","199,27","1372,60","262,74","50,34","46,78",211,46,105,904,322,220,1705,504,671,"8,4","17,0","8,3"
D-7-7527-0147,Siedlung,HA,Günzburg,POINT(10.28014 48.46625),Günzburg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7527-0147,Siedlung,LT,Günzburg,POINT(10.28014 48.46625),Günzburg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7527-0103,Grab,HA,Günzburg,POINT(10.28014 48.46625),Günzburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4375422,5370979,10.313972366668125000,48.464238401035374000,D-7-7527-0103,"Bestattung, Hügelgrab",Hallstattzeit,"500,31","1,60","140,83","640,13","634,34","48,90","7,81",211,32,97,745,257,182,1624,487,662,"8,8","17,5","8,8"
D-7-7626-0059,Grab,HA,Holzheim,POINT(10.11114 48.37929),Neu-Ulm,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4359582,5361199,10.103168534769532000,48.373000797342478000,D-7-7626-0059,"Bestattung, Hügelgrab",Hallstattzeit,"474,38","1,40","191,80","553,13","26,22","52,67","5,78",211,35,97,807,275,198,1648,493,670,"8,7","17,4","8,7"
D-7-7626-0058,Siedlung,HA,Neu-Ulm,POINT(10.05276 48.38063),Neu-Ulm,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4357537,5360883,10.075687954192965000,48.369702437437745000,D-7-7626-0058,Siedlung,Hallstattzeit,"493,00","1,72","201,31","1296,51","433,76","51,84","44,62",211,18,98,825,280,204,1649,493,668,"8,7","17,3","8,6"
D-7-7626-0058,Einzelfund,HA,Neu-Ulm,POINT(10.05276 48.38063),Neu-Ulm,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4357537,5360883,10.075687954192965000,48.369702437437745000,D-7-7626-0058,Siedlung,Hallstattzeit,"493,00","1,72","201,31","1296,51","433,76","51,84","44,62",211,18,98,825,280,204,1649,493,668,"8,7","17,3","8,6"
D-7-7626-0055,Grab,HA,Neu-Ulm,POINT(10.05276 48.38063),Neu-Ulm,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4358779,5360700,10.092503288104863000,48.368336660009511000,D-7-7626-0055,"Bestattung, Hügelgrab",Hallstattzeit,"532,31","1,22","116,80","1132,85","913,76","50,23","51,15",312,35,100,841,287,209,1650,493,668,"8,6","17,3","8,6"
D-7-7626-0054,Grab,HA,Neu-Ulm,POINT(10.05276 48.38063),Neu-Ulm,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4358395,5360125,10.087516986570149000,48.363082562594634000,D-7-7626-0054,"Bestattung, Hügelgrab",Hallstattzeit,"523,00","2,73","187,47","454,28","1184,95","51,49","29,39",312,24,102,867,296,214,1655,493,668,"8,5","17,1","8,4"
D-7-7626-0024,Siedlung,HA,Neu-Ulm,POINT(10.05276 48.38063),Neu-Ulm,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4357554,5362411,10.075399682036590000,48.383439798377701000,D-7-7626-0024,Siedlung,Hallstattzeit,"473,38","4,34","316,90","2763,60","124,20","52,54","32,59",112,11,99,826,280,203,1649,493,668,"8,7","17,3","8,6"
D-7-7431-0127,Siedlung,LT,Thierhaupten,POINT(10.91544 48.56197),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4420274,5383390,10.917955244921973000,48.583111068592203000,D-7-7431-0127,Siedlung,Latènezeit,"458,85","3,60","166,75","2103,22","1646,39","49,54","76,55",211,43,103,815,282,198,1674,501,667,"8,5","17,3","8,5"
D-7-7431-0099,Grab,HA,Thierhaupten,POINT(10.91544 48.56197),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4422025,5382088,10.941927885405775000,48.571625028283634000,D-7-7431-0099,"Bestattung, Hügelgrab",Hallstattzeit,"490,57","2,94","268,83","1352,48","1966,88","45,97","21,47",312,18,103,812,281,197,1678,501,667,"8,5","17,3","8,5"
D-7-7331-0041,Siedlung,HA,Rain,POINT(10.95226 48.66875),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4418370,5391141,10.890628524389573000,48.652554484900229000,D-7-7331-0041,Siedlung,Latènezeit,"411,77","1,37","163,56","5330,40","159,87","56,97","140,03",211,9,97,758,251,183,1654,500,666,"8,8","17,6","8,9"
D-7-7331-0041,Siedlung,LT,Rain,POINT(10.95226 48.66875),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4418370,5391141,10.890628524389573000,48.652554484900229000,D-7-7331-0041,Siedlung,Latènezeit,"411,77","1,37","163,56","5330,40","159,87","56,97","140,03",211,9,97,758,251,183,1654,500,666,"8,8","17,6","8,9"
D-7-7431-0009,Grab,HA,Todtenweis,POINT(10.90335 48.51873),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4419810,5376306,10.913031911410409000,48.519358958499083000,D-7-7431-0009,"Bestattung, Hügelgrab",Hallstattzeit,"436,54","1,87","103,39","2325,34","391,53","52,30","32,34",211,9,100,778,269,189,1682,503,671,"8,7","17,5","8,7"
D-7-7626-0006,Grab,HA,Neu-Ulm,POINT(10.05276 48.38063),Neu-Ulm,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4354498,5361034,10.034642362676196000,48.370366553874717000,D-7-7626-0006,"Bestattung, Hügelgrab",Hallstattzeit,"475,31","1,51","197,83","3664,00","1751,00","55,44","26,38",211,5,96,797,269,197,1656,496,675,"8,8","17,5","8,8"
D-7-7626-0006,Grab,LT,Neu-Ulm,POINT(10.05276 48.38063),Neu-Ulm,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4354498,5361034,10.034642362676196000,48.370366553874717000,D-7-7626-0006,"Bestattung, Hügelgrab",Hallstattzeit,"475,31","1,51","197,83","3664,00","1751,00","55,44","26,38",211,5,96,797,269,197,1656,496,675,"8,8","17,5","8,8"
D-7-7533-0014,Grab,HA,Schiltberg,POINT(11.24421 48.45583),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4444950,5369891,11.254155447704715000,48.464383407274362000,D-7-7533-0014,"Bestattung, Hügelgrab",Hallstattzeit,"503,69","7,28","184,56","319,02","152,63","35,93","8,39",313,61,102,835,289,198,1686,504,666,"8,6","17,3","8,6"
